チョコ	チョコ食べたい
青葉	ヨシ子が汚されたという事よりもヨシ子の信頼が汚されたという事が自分にとってそののち永く生きておられないほどの苦悩の種になりました自分のようないやらしくおどおどしてひとの顔いろばかり伺い人を信じる能力がひび割れてしまっているものにとってヨシ子の無垢の信頼心はそれこそ青葉の滝のようにすがすがしく思われていたのですそれが一夜で黄色い汚水に変ってしまいました見よヨシ子はその夜から自分の一顰一笑にさえ気を遣うようになりました|死にたいいっそ死にたいもう取返しがつかないんだどんな事をしても何をしても駄目になるだけなんだ恥の上塗りをするだけなんだ自転車で青葉の滝など自分には望むべくも無いんだただけがらわしい罪にあさましい罪が重なり苦悩が増大し強烈になるだけなんだ死にたい死ななければならぬ生きているのが罪の種なのだなどと思いつめてもやっぱりアパートと薬屋の間を半狂乱の姿で往復しているばかりなのでした
滝	ヨシ子が汚されたという事よりもヨシ子の信頼が汚されたという事が自分にとってそののち永く生きておられないほどの苦悩の種になりました自分のようないやらしくおどおどしてひとの顔いろばかり伺い人を信じる能力がひび割れてしまっているものにとってヨシ子の無垢の信頼心はそれこそ青葉の滝のようにすがすがしく思われていたのですそれが一夜で黄色い汚水に変ってしまいました見よヨシ子はその夜から自分の一顰一笑にさえ気を遣うようになりました|死にたいいっそ死にたいもう取返しがつかないんだどんな事をしても何をしても駄目になるだけなんだ恥の上塗りをするだけなんだ自転車で青葉の滝など自分には望むべくも無いんだただけがらわしい罪にあさましい罪が重なり苦悩が増大し強烈になるだけなんだ死にたい死ななければならぬ生きているのが罪の種なのだなどと思いつめてもやっぱりアパートと薬屋の間を半狂乱の姿で往復しているばかりなのでした
汚水	ヨシ子が汚されたという事よりもヨシ子の信頼が汚されたという事が自分にとってそののち永く生きておられないほどの苦悩の種になりました自分のようないやらしくおどおどしてひとの顔いろばかり伺い人を信じる能力がひび割れてしまっているものにとってヨシ子の無垢の信頼心はそれこそ青葉の滝のようにすがすがしく思われていたのですそれが一夜で黄色い汚水に変ってしまいました見よヨシ子はその夜から自分の一顰一笑にさえ気を遣うようになりました
一顰一笑	ヨシ子が汚されたという事よりもヨシ子の信頼が汚されたという事が自分にとってそののち永く生きておられないほどの苦悩の種になりました自分のようないやらしくおどおどしてひとの顔いろばかり伺い人を信じる能力がひび割れてしまっているものにとってヨシ子の無垢の信頼心はそれこそ青葉の滝のようにすがすがしく思われていたのですそれが一夜で黄色い汚水に変ってしまいました見よヨシ子はその夜から自分の一顰一笑にさえ気を遣うようになりました
気	ヨシ子が汚されたという事よりもヨシ子の信頼が汚されたという事が自分にとってそののち永く生きておられないほどの苦悩の種になりました自分のようないやらしくおどおどしてひとの顔いろばかり伺い人を信じる能力がひび割れてしまっているものにとってヨシ子の無垢の信頼心はそれこそ青葉の滝のようにすがすがしく思われていたのですそれが一夜で黄色い汚水に変ってしまいました見よヨシ子はその夜から自分の一顰一笑にさえ気を遣うようになりました|哀れな童女の歌声が幻聴のようにかすかに遠くから聞えます不幸この世にはさまざまの不幸な人がいや不幸な人ばかりと言っても過言ではないでしょうがしかしその人たちの不幸は所謂世間に対して堂々と抗議が出来また世間もその人たちの抗議を容易に理解し同情しますしかし自分の不幸はすべて自分の罪悪からなので誰にも抗議の仕様が無いしまた口ごもりながら一言でも抗議めいた事を言いかけるとヒラメならずとも世間の人たち全部よくもまあそんな口がきけたものだと呆れかえるに違いないし自分はいったい俗にいうわがままものなのかまたはその反対に気が弱すぎるのか自分でもわけがわからないけれどもとにかく罪悪のかたまりらしいのでどこまでも自らどんどん不幸になるばかりで防ぎ止める具体策など無いのです|ここへ来たのは初夏の頃で鉄の格子の窓から病院の庭の小さい池に紅い睡蓮の花が咲いているのが見えましたがそれから三つき経ち庭にコスモスが咲きはじめ思いがけなく故郷の長兄がヒラメを連れて自分を引き取りにやって来て父が先月末に胃潰瘍でなくなったこと自分たちはもうお前の過去は問わぬ生活の心配もかけないつもり何もしなくていいその代りいろいろ未練もあるだろうがすぐに東京から離れて田舎で療養生活をはじめてくれお前が東京でしでかした事の後仕末はだいたい渋田がやってくれた筈だからそれは気にしないでいいとれいの生真面目な緊張したような口調で言うのでした|それから三年と少し経ち自分はその間にそのテツという老女中に数度へんな犯され方をして時たま夫婦喧嘩みたいな事をはじめ胸の病気のほうは一進一退痩せたりふとったり血痰が出たりきのうテツにカルモチンを買っておいでと言って村の薬屋にお使いにやったらいつもの箱と違う形の箱のカルモチンを買って来てべつに自分も気にとめず寝る前に十錠のんでも一向に眠くならないのでおかしいなと思っているうちにおなかの具合がへんになり急いで便所へ行ったら猛烈な下痢でしかもそれから引続き三度も便所にかよったのでした不審に堪えず薬の箱をよく見るとそれはヘノモチンという下剤でした
ぴくっとしてもう	と呼ぶとぴくっとしてもう眼のやり場に困っている様子ですどんなに自分が笑わせようとしてお道化を言ってもおろおろしびくびくしやたらに自分に敬語を遣うようになりました
眼	と呼ぶとぴくっとしてもう眼のやり場に困っている様子ですどんなに自分が笑わせようとしてお道化を言ってもおろおろしびくびくしやたらに自分に敬語を遣うようになりました|自分は立って取り敢えず何か適当な薬をと思い近くの薬屋にはいってそこの奥さんと顔を見合せ瞬間奥さんはフラッシュを浴びたみたいに首をあげ眼を見はり棒立ちになりましたしかしその見はった眼には驚愕の色も嫌悪の色も無くほとんど救いを求めるような慕うような色があらわれているのでしたああこのひともきっと不幸な人なのだ不幸な人はひとの不幸にも敏感なものなのだからと思った時ふとその奥さんが松葉杖をついて危かしく立っているのに気がつきました駈け寄りたい思いを抑えてなおもその奥さんと顔を見合せているうちに涙が出て来ましたすると奥さんの大きい眼からも涙がぽろぽろとあふれて出ました
やり場	と呼ぶとぴくっとしてもう眼のやり場に困っている様子ですどんなに自分が笑わせようとしてお道化を言ってもおろおろしびくびくしやたらに自分に敬語を遣うようになりました
様子	と呼ぶとぴくっとしてもう眼のやり場に困っている様子ですどんなに自分が笑わせようとしてお道化を言ってもおろおろしびくびくしやたらに自分に敬語を遣うようになりました
道化	と呼ぶとぴくっとしてもう眼のやり場に困っている様子ですどんなに自分が笑わせようとしてお道化を言ってもおろおろしびくびくしやたらに自分に敬語を遣うようになりました|唯一のたのみの美質にさえ疑惑を抱き自分はもはや何もかもわけがわからなくなりおもむくところはただアルコールだけになりました自分の顔の表情は極度にいやしくなり朝から焼酎を飲み歯がぼろぼろに欠けて漫画もほとんど猥画に近いものを画くようになりましたいいえはっきり言います自分はその頃から春画のコピイをして密売しました焼酎を買うお金がほしかったのですいつも自分から視線をはずしておろおろしているヨシ子を見るとこいつは全く警戒を知らぬ女だったからあの商人といちどだけでは無かったのではなかろうかまた堀木はいや或いは自分の知らない人ともと疑惑は疑惑を生みさりとて思い切ってそれを問い正す勇気も無くれいの不安と恐怖にのたうち廻る思いでただ焼酎を飲んで酔ってはわずかに卑屈な誘導訊問みたいなものをおっかなびっくり試み内心おろかしく一喜一憂しうわべはやたらにお道化てそうしてそれからヨシ子にいまわしい地獄の愛撫を加え泥のように眠りこけるのでした
敬語	と呼ぶとぴくっとしてもう眼のやり場に困っている様子ですどんなに自分が笑わせようとしてお道化を言ってもおろおろしびくびくしやたらに自分に敬語を遣うようになりました
原泉	果して無垢の信頼心は罪の原泉なりや
人妻	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
物語	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
本	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
恋	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
一夜	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
妻	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
行為	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
重点	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
権利	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
留保	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
幸い	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
哉	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
大騒ぎ	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
離縁	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした
謂	自分は人妻の犯された物語の本をいろいろ捜して読んでみましたけれどもヨシ子ほど悲惨な犯され方をしている女はひとりも無いと思いましたどだいこれはてんで物語にも何もなりませんあの小男の商人とヨシ子とのあいだに少しでも恋に似た感情でもあったなら自分の気持もかえってたすかるかも知れませんがただ夏の一夜ヨシ子が信頼してそうしてそれっきりしかもそのために自分の眉間はまっこうから割られ声が嗄れて若白髪がはじまりヨシ子は一生おろおろしなければならなくなったのですたいていの物語はその妻の行為を夫が許すかどうかそこに重点を置いていたようでしたがそれは自分にとってはそんなに苦しい大問題では無いように思われました許す許さぬそのような権利を留保している夫こそ幸いなる哉とても許す事が出来ぬと思ったなら何もそんなに大騒ぎせずともさっさと妻を離縁して新しい妻を迎えたらどうだろうそれが出来なかったら所謂許して我慢するさいずれにしても夫の気持一つで四方八方がまるく収るだろうにという気さえするのでしたつまりそのような事件はたしかに夫にとって大いなるショックであってもしかしそれはショックであっていつまでも尽きること無く打ち返し打ち寄せる波と違い権利のある夫の怒りでもってどうにでも処理できるトラブルのように自分には思われたのでしたけれども自分たちの場合夫に何の権利も無く考えると何もかも自分がわるいような気がして来て怒るどころかおこごと一つも言えずまたその妻はその所有している稀な美質に依って犯されたのですしかもその美質は夫のかねてあこがれの無垢の信頼心というたまらなく可憐なものなのでした|哀れな童女の歌声が幻聴のようにかすかに遠くから聞えます不幸この世にはさまざまの不幸な人がいや不幸な人ばかりと言っても過言ではないでしょうがしかしその人たちの不幸は所謂世間に対して堂々と抗議が出来また世間もその人たちの抗議を容易に理解し同情しますしかし自分の不幸はすべて自分の罪悪からなので誰にも抗議の仕様が無いしまた口ごもりながら一言でも抗議めいた事を言いかけるとヒラメならずとも世間の人たち全部よくもまあそんな口がきけたものだと呆れかえるに違いないし自分はいったい俗にいうわがままものなのかまたはその反対に気が弱すぎるのか自分でもわけがわからないけれどもとにかく罪悪のかたまりらしいのでどこまでも自らどんどん不幸になるばかりで防ぎ止める具体策など無いのです|自分がいままで阿鼻叫喚で生きて来た所謂人間の世界に於いてたった一つ真理らしく思われたのはそれだけでした
